"Choæ film ciê¿ki i nudny, warto go zobaczyæ. Zrozumieæ procesy, które wp³ynê³y na nasze ¿ycia.",8.0
"Ma³o z tego zrozumia³em, ale nie przeszkodzi³o mi to dobrze siê bawiæ, poznaj¹c tê historiê. SprawdŸcie, czy bêdziecie mieæ podobnie - moim zdaniem warto.",8.0
"Dawno jednak nie trafi³am na film, z którego tak du¿o nie zrozumia³am, a który jednak tak bardzo mi siê podoba³.",8.0
"Doskonale zrealizowany film bêdzie w œcis³ej czo³ówce w wyœcigu po Oscary, bo i temat na czasie, i aktorstwo naprawdê przednie, a ¿e jest m¹dry i wa¿ny tylko pomagaj¹ go lubiæ.",8.0
Zaskakuj¹co szalony jak na film o facetach w garniturach.,8.0
"Przystêpnie, wartko i z humorem.",8.0
"Twórcy swój œwiatopogl¹d prezentuj¹ jasno i inteligentnie. Dawno nikt z tak¹ gracj¹ nie wciela³ w ¿ycie poczciwej oœwieceniowej zasady ""bawi¹c, uczyæ"".",8.0
Kompensacyjna komedia o przyczynach kryzysu ekonomicznego z 2008 roku. I jednoczeœnie o ludzkiej g³upocie. Diabelsko sprytna.,7.5
"Potrafi zafascynowaæ, ale i znu¿yæ, zaciekawiæ, ale te¿ ugi¹æ siê pod ciê¿arem braku znajomoœci terminów i zawi³oœci procesów bankowych itd.",7.0
"Cieszê siê, ¿e re¿yser zdecydowa³ siê na walkê z wiatrakami. Nawet je¿eli tylko je pokaza³, warto by³o nakrêciæ ten film.",7.0
"Dobrze, ¿e twórcy nie uciekaj¹ siê do taniego moralizowania, nie wskazuj¹ konkretnie sprawców kryzysu w postaci konkretnych osób czy nawet instytucji, ale wyraŸnie sygnalizuj¹, ¿e wp³ynê³o na to wiele czynników.",7.0
"Ogl¹da siê to przede wszystkim przyjemnie. McKay tworzy dzie³o atrakcyjne, œwietne wizualnie, z porz¹dn¹, energetyczn¹ œcie¿k¹ dŸwiêkow¹, która nie pozwoli popaœæ w czasie ogl¹dania w marazm.",7.0
"Film ten choæ ubrany w szaty komedii, nie nale¿y do seansów ³atwych. Tym, których nie wci¹gnie doœæ zawi³a opowieœæ, na pocieszenie zostaj¹ kreacje aktorskie, a zdolnych aktorów w tej produkcji jest akurat pod dostatkiem.",6.0
"Mam jednak wra¿enie, ¿e film zosta³ stworzony nie dla zwyk³ych ludzi tylko tych specjalizuj¹cych siê w temacie.",6.0
"McKayowi paradoksalnie udaje siê poœród chaosu i œwiecide³ek zawrzeæ klarown¹, z biegiem czasu coraz bardziej zajmuj¹c¹ historiê. Tak wiêc, mimo przefajnowania - warto.",6.0
"Jest œmia³¹ prób¹ przedstawienia pocz¹tków kryzysu finansowego w mo¿liwie przystêpny sposób, na dodatek balansuj¹c pomiêdzy dramatem a komedi¹.",6.0
"Film z ciekawym pomys³em i ze skopan¹ realizacj¹, gdzie powaga miesza siê z grotesk¹, a ci¹g³e puszczanie ""oczka"" do widza nu¿y ju¿ po drugim zdaniu Ryana Goslinga.",5.0
"Ma w sobie s³odycz ""Amelii"", jest poetycki, ale nie koturnowy, œmieszny, ale nie oœmieszaj¹cy, zuchwa³y, ale nie obraŸliwy. I wcale nie tak bluŸnierczy, jakby zapowiada³ pocz¹tek: nie ma tu œladu cynicznej zgrywy, szuka siê w nim - fakt, ¿e przewrotnie - alternatywnych ³adów moralnych, szuka nadziei.",8.3
"Przepe³niony jest gagami, które stanowi¹ spójny rozwój fabu³y oraz utrzymuj¹ zainteresowanie widza.",8.0
"Obrazoburczy w za³o¿eniu, ale w wykonaniu ju¿ nieco mniej. Van Dormael nie liczy bowiem na ekskomunikê, ale po prostu na dobr¹ zabaw¹. I j¹ zapewnia.",8.0
"Bardzo dobrze zrealizowana komedia, która powinna bawiæ w szczególnoœci wybredniejszych widzów.",8.0
"Im dalej w las, tym s³abiej i nie ca³y film trzyma wysoki fason. Ale i tak warto.",7.0
"Jego sztywna forma miejscami trochê nu¿y, lecz treœæ tworzy jeden z najbardziej przejmuj¹cych, ekranowych obrazów cz³owieczeñstwa.",6.7
"By³em bli¿ej rozczarowania, ni¿ oczarowania, ale w regularnym repertuarze ""Zupe³nie Nowym Testamentem"" mo¿na siê zupe³nie swobodnie zachwycaæ.",6.7
"Stanowi z pewnoœci¹ przede wszystkim ciekawy pomys³ na film, który niestety z kolejnymi minutami nieco siê rozmywa. Mimo to, ze wzglêdu na humor i wykreowanie postaci i œwiata, ogl¹da siê go z przyjemnoœci¹.",6.0
"Ma swoje niez³e momenty, choæ jest nieco zbyt przeci¹gniêty i trochê udaj¹cy bycie czymœ powa¿niejszym ni¿ tylko zwyk³¹ komedi¹ fantasy. Ale na szczêœcie w wielu momentach potrafi przyzwoicie widza rozbawiæ i w sumie chyba w³aœnie o to chodzi.",6.0
Wype³niony jest oklepanymi do bólu prawdami objawionymi i ogranymi chwytami.,6.0
"Van Dormael nie zaskoczy³ i nie stworzy³ filmu stricte gatunkowego. Belgijski re¿yser dalej ³¹czy zabawne z powa¿nym, chocia¿ w innych proporcjach i nie jest ju¿ w takiej formie jak przy poprzednich filmach.",6.0
"Ciekawa propozycja dla widzów z dystansem do siebie, religii i swojej wiary.",6.0
"Jest efektownym poradnikiem samoakceptacji, ""Bibli¹ dla opornych"", niez³¹ komedi¹ i przyzwoit¹ tragedi¹. Wszystkim tylko nie filmem, który sugeruje tytu³.",6.0
"Co chwilê gubi tempo. Poœród nat³oku czêsto dowcipnych pomys³ów ginie feeling, tak potrzebny w przywi¹zaniu widza do komediowego repertuaru.",5.0
"Jest wiêc filmem przyzwoitym, ale na wielkie laury nie zas³uguje.",5.0
"Pozostaje ciekawym konceptem, którego rozwiniêcie mog³oby byæ o wiele lepsze.",5.0
"Laicka zabawa katolick¹ ikonografi¹ i schematami z hollywoodzkiego kina biblijnego. Ani obrazoburcza, ani specjalnie m¹dra w swojej przewrotnoœci.",5.0
"Historyczno-materialistyczny model kina upchniêty w niby-rozrywkowy film i zakamuflowany pod s³owem ""komedia"" odbieram jako próbê oszustwa.",4.0
"Ogó³ puent, gagów i humorystycznych zabiegów to w wiêkszoœci katalog ju¿ dawno zu¿yty i zwyczajnie ma³o zabawny. Film zaledwie snuje siê po powierzchni i niestety nieudolnie usi³uje stworzyæ niebanaln¹ narracjê.",4.0
"Œlizga siê po nieco kontrowersyjnym temacie, ale poprzez nijak¹ i nudn¹ warstwê fabularn¹, nu¿y szybciej ni¿ powietrze wypuszczane z napompowanego balonika.",4.0
"Pisanie o mistrzostwie Sekretu w ich oczach jako takim by³oby przesad¹, ale jeœli nie ogl¹da³o siê pierwszej wersji thrillera, ani nie czyta³o ksi¹¿ki, na podstawie której powsta³y obydwie produkcje, film Billy'ego Raya mo¿na po prostu uznaæ za dobry.",7.2
Nie jest to bynajmniej z³y lub ca³kiem nieudany film - po prostu w zestawieniu z orygina³em wypada blado...,6.0
"D³u¿y³ mi siê strasznie. Ostatecznie okaza³o siê, ¿e warto by³o poczekaæ, ale rozwlekanie tego ""dzie³a"" s³u¿y chyba tylko temu, ¿eby by³o bardziej ""artystyczne"".",5.0
"Na tle poprzednich filmów re¿ysera rozczarowuje. Brak jest ciekawie opowiedzianej historii, niemal¿e liŸniêcie kwestii dotycz¹cej walki z terroryzmem i brakiem chemii miêdzy odtwórcami g³ównych ról ra¿¹ swoj¹ sztucznoœci¹.",5.0
Marna - choæ w obsadzie b³yszcz¹ca od gwiazd - wersja argentyñskiego thrillera.,5.0
Jednoujêciowy majstersztyk z argentyñskiego orygina³u zmieni³ siê tutaj w bana³. I to samo mo¿na powiedzieæ o ca³ym filmie.,5.0
"Zrêczny technicznie i aktorsko remake argentyñskiego arcydzie³a, pozbawiony jego si³y i polotu.",4.0
"Rzecz profesjonalnie zrobiona, ale pusta. Dramaty, przegrane uczucia, bolesne tragedie - wszystko to wypada w filmie bezdusznie.",4.0
"Wszystkie tragedie, rozterki i dramatyczne twisty orygina³u tutaj wiej¹ pustk¹. Gêsta, przejmuj¹ca i szokuj¹ca historia zmienia siê w przeciêtny thriller, który zapominamy krótko po odstawieniu na pod³ogê popcornu.",3.3
"Mimo wielu wad, film Krzysztofa Langa ogl¹da siê naprawdê dobrze.",7.0
"Polska komedia romantyczna, która mi³o zaskakuje.",6.7
"Niez³y, ale z charakterem.",6.0
"Krzysztofowi Langowi daleko do brawury Lejdis Tomasza Koneckiego czy banalnoœci Och Karol 2 Piotra Wereœniaka, dziêki czemu plasuje siê w bezpiecznym œrodku poprawnego opowiadania, które gwarantuje nieg³upi¹ rozrywkê o kobiecej sile i niezale¿noœci.",6.0
"Coœ, co zapowiada³o siê na szmirowat¹ komediê romantyczn¹, jest ca³kiem udanym dzie³em, które przy okazji sprzedaje kilka prawd o teraŸniejszoœci. Nie wszystko zosta³o dograne w stu procentach, ale nie mo¿na powiedzieæ, ¿e siê to ogl¹da Ÿle.",6.0
"Komercyjny film, zupe³nie oderwany od rzeczywistoœci. Wiem jednak, ¿e czasem przychodzi humor na coœ lekkiego, niewymagaj¹cego u¿ycia mózgu. Ten film spe³nia te wymagania pierwszorzêdnie.",5.0
"Produkcja Krzysztofa Langa to kolejna z wielu, które opowiadaj¹ o tym samym i w taki sam sposób. A szkoda, bo mo¿na by³o wycisn¹æ z tego tematu o wiele wiêcej.",5.0
"Powsta³ bezpieczny, niewymagaj¹cy film, na który mo¿ecie zabraæ ciociê z babci¹.",4.0
"Najgorsze, ¿e S³aba p³eæ? nie jest zbyt œmieszna. Tfu - nie jest w ogóle œmieszna! To kino lekkie oraz bezpretensjonalne, które nie bawi i nie wci¹ga.",3.5
"Cykl ³adnych, schematycznych obrazków, demaskuj¹cych nowomiejski sen o sukcesie. W zamyœle, twórcy postanowili przerysowaæ i wyostrzyæ pewne zdarzenia, jednak nie podo³ali konwencji. Gdzieœ po drodze wszystko siê rozsypuje i gubi.",3.0
Jest po prostu... œmiesznie.,2.0
Kino najgorszego sortu. Komediowy rak który dr¹¿y polskie kino i którego nale¿y siê jak najszybciej pozbyæ aby nie mêczy³o naszych umys³ów.,1.5
Nareszcie m¹dra animacja dla ma³ych i du¿ych.,9.0
"Produkcja pozornie skierowana do najm³odszego grona odbiorców jest ciep³ym, serdecznym, sympatycznym filmem. Starsi mog¹ poczuæ nutkê nostalgii wobec ferajny: Linusa, Lucy, Patty, Schroedera i nie bêdzie w tym nic z³ego, bo przypomn¹ sobie pocz¹tki znajomoœci z Charlie Brownem.",7.0
"Przeurocza animacja. Radosna i ciep³a, pe³na pozytywnej energii.",7.0
Polecam dla ma³ych i du¿ych.,7.0
"Mimo wyg³adzenia, ""Fistaszki"" okaza³y siê ca³kiem sensown¹ przek¹sk¹.",7.0
"Dzieciaki dostaj¹ film, jakich w zasadzie ju¿ siê nie produkuje - bez przedawkowania brutalnoœci, s³odyczy i odwo³añ do œwiata popkultury, inteligentny, oparty na charakterach.",7.0
"Mi³a, œwie¿a rozrywka dla tych, którzy nie ¿ywi¹ fanatycznego sentymentu do oryginalnego komiksu.",6.0
"Jeœli nie zna siê oryginalnych Fistaszków, ca³oœæ sprawia wra¿enie tworu dziwnego, trochê banalnego, ale z urokiem i sercem, a przez to te¿ nierównego.",6.0
"Fani oryginalnego gazetowego komiksu nie maj¹ w kinie czego szukaæ. Ironiczne, melancholijne poczucie humoru Charlesa Schulza przerobiono na sentymentalny bieg z przeszkodami.",5.0
"Problemem g³ównym kinowej wersji Fistaszków jest to, ¿e nie uda³o siê przenieœæ tego momentu, w którym czytelnik móg³ w samotnoœci kontemplowaæ komiks. Jednak nie mogê napisaæ z³ego s³owa o producentach.",5.0
"Je¿eli cenicie sobie naturalnoœæ, a wrêcz naturalizm, je¿eli lubicie historie z fajerwerkami o ponadprzeciêtnych i niewiarygodnych, a jednak prawdziwych czynach, to tutaj tego nie znajdziecie. Znajdziecie za to du¿o abstrakcyjnego i kreatywnego myœlenia, sympatyczn¹ bohaterkê i jej mniej sympatyczn¹ rodzinê oraz prawdê, ¿e wielkoœæ nie oznacza wy³¹cznie czynów w stylu podbijania K2 zim¹.",8.0
"Motywacja, humor, mocne charaktery i barwne postaci. Jak dla mnie to ca³kiem dobry przepis na udany film. Gdy do tego dochodzi intryga, to mamy ju¿ murowany sukces.",8.0
"Kolejny przyk³ad solidnego rzemios³a Russela, pokazuj¹cego jak znakomicie prowadzi aktorów. To dziêki nim ta historia œwietnie siê ogl¹da, pokazuj¹c jak wiele szczêœcia i uporu trzeba, by spe³niaæ swoje marzenia.",7.0
"By³by kolejn¹ przewidywaln¹ histori¹ o spe³nionym american dream, gdyby nie dobre aktorstwo Lawrence, która razem z Robertem De Niro, Virgini¹ Madsen i Isabell¹ Rossellini stworzy³a ¿ywe i anga¿uj¹ce uwagê widza relacje.",7.0
"Œwietne tempo, idealny monta¿, zdecydowane prowadzenie i fantastyczna Lawrence, która kolejny ju¿ raz udowadnia, ¿e jest naprawdê œwietn¹ aktork¹.",7.0
"Jeœli coœ mo¿na filmowi zarzuciæ, to zbyt d³ugi i trochê chaotyczny wstêp, potem ju¿ akcja rusza z kopyta.",7.0
"W stu procentach film jednego aktora. Jennifer Lawrence ""zabiera"" dla siebie najlepsze sceny i dialogi, a wystêpuj¹cy obok niej Bradley Cooper i Robert De Niro s¹ w³aœciwie niepotrzebnym mêskim rekwizytem.",7.0
Rzadko portretowane s¹ tak silne osobowoœci kobiece.,7.0
Estetyka pierwszej po³owy lat 90. na szklanym ekranie to perwersyjna przyjemnoœæ dos³ownie dla wszystkich.,7.0
"Dawno nie ogl¹da³em filmu, który daje tak porz¹dnego, pozytywnego kopa i jednoczeœnie przynosi œwiadomoœæ, ¿e nie ogl¹damy wcale typowej, hollywoodzkiej bajeczki.",7.0
Niepokoj¹ce obserwacje dotycz¹ce amerykañskiego snu re¿yser wreszcie popar³ ciekawym z³amaniem formy.,6.7
"Problem w tym, ¿e z jednej strony od konwencjonalnoœci nie da siê tu uciec, z drugiej - ¿e po³¹czenie dramatu z komedi¹ i rzeczywistoœci z baœni¹ nie przebiega tu bezkolizyjnie i w tonacji filmu pojawiaj¹ siê zgrzyty.",6.7
"Dygresyjny, zabawny, œwietnie zagrany i mimo dramatycznych twistów podtrzymuje na duchu.",6.7
"Widz cofa siê do przesz³oœci, gdzie Russell siê jeszcze uczy³, zaœ on sam cofa siê do punktu wyjœcia, gdzie znów musi dobieraæ aktorów pod napisane postacie, a nie pisaæ postacie pod aktorów.",6.3
"Nie chcê ca³kowicie przekreœlaæ filmu O'Russella, bo nie do koñca do mnie przemówi³, ale pozosta³o we mnie wystarczaj¹co du¿o dobrego i kilka ciekawych myœli, ¿eby wyjœæ z projekcji z pe³n¹ g³ow¹. W nastêpnym filmie proszê jednak daæ Jennifer trochê inn¹ rolê.",6.0
"Film, który móg³by byæ ciekawym ho³dem dla intryguj¹cej kobiety, jest niczym wiêcej ni¿ niespójn¹ uk³adank¹ eksperymentów z form¹.",6.0
"Szalenie nierówny, w którym wszystkiego jest za du¿o.",6.0
Obecny kszta³t filmu pozostawia niedosyt i rozczarowuje.,6.0
"Mo¿e bawiæ i inspirowaæ, jednak jego mankamenty i s³odko-gorzki posmak równie dobrze mog¹ prowadziæ do poczucia rozczarowania.",6.0
"Choæ projekt ""kino-noweli"" Russella raczej siê nie udaje, to ""Joy"" i tak wychodzi na swoje.",6.0
"Uroczej, pyzatej blondynce nie uda³o siê udŸwign¹æ tego filmu powy¿ej przeciêtnoœci.",5.0
"Buduj¹c przekonanie, ¿e nie warto rezygnowaæ z ¿yciowych marzeñ, tylko za wszelk¹ cenê próbowaæ siê z nimi zmierzyæ, co chwilê grzêŸnie w bana³ach rodem z telenoweli. T¹ swoist¹ huœtawkê nadziei i rozczarowañ ratuje - bez zaskoczeñ - wyborne aktorstwo.",5.0
"Bite dwie godziny nudy, kiepskich dialogów, p³askich postaci i monotonnoœci. I nawet dobra Jennifer Lawrecene nie jest w stanie obroniæ tego filmu.",5.0
"Zamiast interesuj¹cego filmu o feministycznym wydŸwiêku, wysz³o kino nieforemne, mêcz¹ce i zdecydowanie za d³ugie. Rozczarowanie.",5.0
"Optymistyczna, ale wtórna historia jednej aktorki.",5.0
Komediodramat bez komedii i bez dramatu.,5.0
"Wiele w tym filmie ró¿norodnych elementów, lecz bardzo ma³y ich odsetek zosta³ wykonany chocia¿by poprawnie.",4.5
"Skrajnie nieprzemyœlany, niedorobiony, prowadzony rêk¹ re¿ysera, który zachowuje siê tak, jakby znudzi³ go jego w³asny styl.",4.0
"Jennifer Lawrence gra jak Renee Zellweger, a Isabella Rossellini jak postaæ z kreskówki. To siê nie klei!",4.0
"Russell po³¹czy³ zbyt wiele koncepcji i w¹tków na raz, przez co produkcja sta³a siê ciê¿kostrawna. Niestety, w Joy, nie ma za grosz tytu³owej radoœci.",4.0
Bardzo rzadko wzruszam siê na filmach. Tym razem jednak naprawdê zaszkli³y mi siê oczy. Wielkie kino.,10.0
Kawa³ œwietnego kina bokserskiego.,10.0
Na takiego Rocky'ego wszyscy czekali - czapki z g³ów.,10.0
"Zrobiony jest z wyczuciem, szacunkiem i m¹droœci¹ nale¿n¹ cyklowi, który ma przywilej kontynuowaæ.",9.0
"Dobiegaj¹cy siedemdziesi¹tki Rocky Balboa jest jak sam film: szczery, empatyczny, ujmuj¹co prostolinijny.",9.0
Jest faktycznie filmem wyj¹tkowo udanym i godnym uwagi.,9.0
"Ponadczasowe dzie³o, które z³otymi literami wpisze siê zarówno w historiê ""Rocky'ego"", jak i ca³ej kinematografii.",9.0
"Kawa³ rzetelnego filmu, a gdyby spojrzeæ na ostatnie 12 miesiêcy, jest te¿ jedn¹ z nielicznych naprawdê udanych kontynuacji hitów sprzed lat.",9.0
"Najlepsza czêœæ serii od czasu oryginalnego ""Rocky'ego"".",9.0
"W œwiecie rozrywki rz¹dzonym przez sequele, rebooty i remake'i ""Creed"" jest ewenementem. Jednym z nielicznych filmów, które sk³adaj¹c ho³d dawnemu herosowi, tworz¹ zupe³nie now¹ filmow¹ jakoœæ.",8.5
"Najlepszy jest fina³, zarówno ten ringowy, jak i póŸniej, gdy Ryan Coogler nawi¹zuje do historii Rocky'ego - prawdziwa wisienka na torcie.",8.3
"Tak dobrze ju¿ dawno nie by³o. Wystarczy us³yszeæ œwist wyprowadzanych ciosów i inne odg³osy ringu, by daæ siê porwaæ ""Creedowi"". Dla fanów kina sportowego - seans obowi¹zkowy.",8.3
"Historiê z ""Creeda"" i postaæ legendarnego Rocky'ego po³¹czono po mistrzowsku.",8.0
"Nie jest filmem rewolucyjnym. Jednak dawno nie by³o w kinie tak satysfakcjonuj¹cej rozrywki w starym, dobrym stylu.",8.0
"Ma równe i miarodajne tempo, nie czuæ w nim ani jednego fa³szywego ruchu, wszystko jest odmierzone i dopasowane niczym bokserskie ruchy.",8.0
"Pozycja godna uwagi. Dobrze napisana, wyre¿yserowana i zagrana.",8.0
"Przypad³ mi do serca g³ównie za spraw¹ Stallone'a, który po raz kolejny postanowi³ odkurzyæ postaæ Rocky'ego. Bez niego ten film by siê nie obroni³.",8.0
"Przejmuj¹cy spektakl, który trzeba zobaczyæ. To jak wdrapywanie siê na schody, aby u szczytu otrzymaæ przejmuj¹cy widok, który zapiera dech w piersi.",8.0
"Twórcy nie przesadzili jednak z lukrem i odkurzyli po prostu statuê Rockiego daj¹c widzom to co najlepsze z serii. Równie¿ to, co najlepsze w dramacie sportowym.",8.0
"Kino najlepszego sortu, które siê œwietnie ogl¹da, chocia¿ ca³oœæ mocno gra na sentymentach do ""Rocky'ego"". Wci¹gaj¹ca historia, charyzmatyczni bohaterowie, doskonale napisane dialogi i wyborny monta¿ - to sk³adniki, z których Ryan Coogler stworzy³ bardzo dobry i solidny film.",8.0
"Pe³nokrwiste kino bokserskie, w którym jest miejsce na tradycyjne, dynamicznie zmontowane sceny treningów i walk z opowieœci¹ o przyjaŸni czarnoskórego piêœciarza z bia³ym trenerem.",8.0
Cooglar œwietnie po³¹czy³ sportowe widowisko z ludzkim dramatem.,8.0
"Kawa³ œwietnego kina i widowisko, które obok pierwszej i szóstej czêœci Rocky'ego staje siê jednym z lepszych aktorskich dokonañ Sylvestra Stallone.",8.0
"Nie jest to wielkie kino, bo jest pe³ne schematów, a niektóre w¹tki - g³ównie relacja Adonisa z wdow¹ po ojcu - mo¿na by³o bardziej rozbudowaæ i rozwin¹æ. Niemniej re¿yserowi uda³o siê odœwie¿yæ seriê, by znów utrzymaæ w napiêciu do fina³owego starcia.",7.5
"Naprawdê solidne, mêskie kino, które ka¿dy - zarówno ci, którzy na ""Rockim"" siê wychowali, jak i ci, dla których nie ma znaczenia kultowego - z pewnoœci¹ doceni.",7.5
"Z pewnoœci¹ nie nokautuje, ale stanowi ciekawy wstêp do kolejnej kilkurundowej sagi bokserskiej. Choæ czempion wci¹¿ jest tylko jeden.",7.0
Niez³a podró¿ sentymentalna oraz kawa³ dobrze zrealizowanego kina.,7.0
Imponuje sposób w jaki re¿yser oddaje czeœæ poprzednim ods³onom serii.,7.0
"Do arcydzie³a daleko, ale to wystarczaj¹co solidna, potrafi¹ca pobudziæ do ¿ycia rundka.",7.0
"Nie nokautuje, ale jest godnym spadkobierc¹ orygina³u, który Ryan Coogler traktuje z nostalgi¹. Dostarcza przy tym najwa¿niejszego - czyli czysto sportowych emocji.",6.7
"Trzeba przyznaæ, ¿e powrót do œwiata boksu jaki zaserwowa³ Ryan Coogler jest nadspodziewanie udany. Pomys³ na tê kontynuacjê jest interesuj¹cy i ciekawie poprowadzony. Szkoda tylko, ¿e chwilami idzie na ³atwiznê, wybieraj¹c przesadnie proste rozwi¹zania fabularne.",6.5
"W najlepszym wypadku ""Creed"" wydaje siê naiwny, a w najgorszym - fa³szywy. ""Creeda"" broni jednak energia.",6.5
"Dobrze posz³o i wygl¹da na to, ¿e mo¿na siê spodziewaæ kontynuacji.",6.0
"Dobry, choæ pod¹¿aj¹cy utartymi œcie¿kami.",6.0
"Pokazuj¹cy sam¹ istotê fenomenu kina: rzecz nie musi byæ wybitna, ¿eby da³a siê kochaæ.",6.0
"Nie potrafi³ mnie dostatecznie zaanga¿owaæ, a seans ogl¹da³o siê przez wiêkszoœæ czasu bez wiêkszego przejêcia wydarzeniami. Braku zaskoczenia opowieœci¹ siê spodziewa³em, ale wierzy³em, ¿e Coogler bêdzie mia³ wiêcej do zaproponowania.",6.0
"Pe³en sentymentalizmu, ale nie brak mu si³y.",6.0
"W pomyœle i scenariuszu Ryana Cooglera sporo jest logicznych b³êdów i wzajemnych sprzecznoœci. Ale jest te¿ potencja³. Gdyby tylko Michael B. Jordan potrafi³ je zagraæ. Brak talentu odtwórcy g³ównej roli pasuje do ""Creeda"" jak walkower do mistrza œwiata.",5.0
"Niestety, ale na ringu po przeciêtnej walce zostaje tylko Stallone dla którego jedynie mo¿na zobaczyæ ten film.",5.0
Czegoœ takiego nie mo¿na przegapiæ.,9.5
"Uda³o siê opowiedzieæ tragiczn¹ historiê bez krztyny patosu, a za to z olbrzymim ³adunkiem ciep³ego humoru. A w¹tki dojmuj¹ce wcale nie gryz¹ siê z komicznymi w obrêbie jednego seansu - bo w³aœnie w tej ""psychologicznej"" równowadze nale¿a³oby szukaæ najpotê¿niejszej si³y artystycznego sukcesu projekcji.",9.0
"Trudny temat przedstawiony jest tu z dystansem i ironi¹. ""Moje córki krowy"" to jeden z lepszych polskich filmów ostatnich lat - inteligentne, zabawne, wzruszaj¹ce kino ze œwietnymi rolami aktorskimi.",9.0
Piêkny film.,8.5
"Dramat obyczajowy, który sprawy najwy¿szej wagi rozbraja czu³ym humorem, bez irytuj¹cego patosu. Imponuj¹ce re¿yserskie wyczucie i œwietna aktorska chemia.",8.3
"Tak inteligentnej, przewrotnej i wzruszaj¹cej polskiej komedii nie mia³em jeszcze okazji ogl¹daæ.",8.3
"Historia klasyczna, ale piekielnie dobrze zrealizowana i przemyœlana na ka¿dym etapie pracy - od pomys³u, poprzez ka¿dy kostium, a¿ do wyborów castingowych.",8.0
"Dêbska nie bawi siê w wyrachowane manipulacje. Nie wyciska ³ez i nie sypie ¿arcikami jak z rêkawa. Jako autorka jest szczera. Mówi o tym, jak w rodzinie jest.",8.0
"Jest filmem przystêpnym dla ka¿dego, niezale¿nie od wieku, p³ci czy statusu materialnego.",8.0
"Dla ka¿dego, nie ma widza, który czegoœ nie zaczerpnie z tego seansu.",8.0
"Porz¹dny polski komediodramat, w którym te dwa gatunki idealnie siê zaziêbiaj¹. S¹ momenty przezabawne, s¹ te¿ smutne i poruszaj¹ce, ale ogólny wydŸwiêk jest pozytywny i nie do³uje niepotrzebnie widza.",8.0
Ciep³e i zwyczajne kino pe³ne emocji.,8.0
